Time (in Seconds),Susceptible Agents,Infected Agents,Isolating Agents,Masked Agents
1165,0,49,9,29
1166,0,49,9,29
1167,0,49,9,29
1168,0,49,9,29
1169,0,49,9,29
1170,0,49,9,29
1171,0,49,9,29
1172,0,49,9,29
1173,0,49,9,29
1174,0,49,9,29
1175,0,49,9,29
1176,0,49,9,29
1177,0,49,9,29
1178,0,49,9,29
1179,0,49,9,29
1180,0,49,9,29
1181,0,49,9,29
1182,0,49,9,29
1183,0,49,9,29
1184,0,49,9,29
1185,0,49,9,29
1186,0,49,9,29
1187,0,49,9,29
1188,0,49,9,29
1189,0,49,9,29
1190,0,49,9,29
1191,0,49,9,29
1192,0,49,9,29
1193,0,49,9,29
1194,0,49,9,29
1195,0,49,9,29
1196,0,49,9,29
1197,0,49,9,29
1198,0,49,9,29
1199,0,49,9,29
1200,0,49,9,29
1201,0,49,9,29
1202,0,49,9,29
1203,0,49,9,29
1204,0,49,9,29
1205,0,49,9,29
1206,0,49,9,29
1207,0,49,9,29
1208,0,49,9,29
1209,0,49,9,29
1210,0,49,9,29
1211,0,49,9,29
1212,0,49,9,29
1213,0,49,9,29
1214,0,49,9,29
1215,0,49,9,29
1216,0,49,9,29
1217,0,49,9,29
1218,0,49,9,29
1219,0,49,9,29
1220,0,49,9,29
1221,0,49,9,29
1222,0,49,9,29
1223,0,49,9,29
1224,0,49,9,29
1225,0,49,9,29
1226,0,49,9,29
1227,0,49,9,29
1228,0,49,9,29
1229,0,49,9,29
1230,0,49,9,29
1231,0,49,9,29
1232,0,49,9,29
1233,0,49,9,29
1234,0,49,9,29
1235,0,49,9,29
1236,0,49,9,29
1237,0,49,9,29
1238,0,49,9,29
1239,0,49,9,29
1240,0,49,9,29
1241,0,49,9,29
1242,0,49,9,29
1243,0,49,9,29
1244,0,49,9,29
1245,0,49,9,29
1246,0,49,9,29
1247,0,49,9,29
1248,0,49,9,29
1249,0,49,9,29
1250,0,49,9,29
1251,0,49,9,29
1252,0,49,9,29
1253,0,49,9,29
1254,0,49,9,29
1255,0,49,9,29
1256,0,49,9,29
1257,0,49,9,29
1258,0,49,9,29
1259,0,49,9,29
1260,0,49,9,29
1261,0,49,9,29
1262,0,49,9,29
1263,0,49,9,29
1264,0,49,9,29
1265,0,49,9,29
1266,0,49,9,29
1267,0,49,9,29
1268,0,49,9,29
1269,0,49,9,29
1270,0,49,9,29
1271,0,49,9,29
1272,0,49,9,29
1273,0,49,9,29
1274,0,49,9,29
1275,0,49,9,29
1276,0,49,9,29
1277,0,49,9,29
1278,0,49,9,29
1279,0,49,9,29
1280,0,49,9,29
1281,0,49,9,29
1282,0,49,9,29
1283,0,49,9,29
1284,0,49,9,29
1285,0,49,9,29
1286,0,49,9,29
1287,0,49,9,29
1288,0,49,9,29
1289,0,49,9,29
1290,0,49,9,29
1291,0,49,9,29
1292,0,49,9,29
1293,0,49,9,29
1294,0,49,9,29
1295,0,49,9,29
1296,0,49,9,29
1297,0,49,9,29
1298,0,49,9,29
1299,0,49,9,29
1300,0,49,9,29
1301,0,49,9,29
1302,0,49,9,29
1303,0,49,9,29
1304,0,49,9,29
1305,0,49,9,29
1306,0,49,9,29
1307,0,49,9,29
1308,0,49,9,29
1309,0,49,9,29
1310,0,49,9,29
1311,0,49,9,29
1312,0,49,9,29
1313,0,49,9,29
1314,0,49,9,29
1315,0,49,9,29
1316,0,49,9,29
1317,0,49,9,29
1318,0,49,9,29
1319,0,49,9,29
1320,0,49,9,29
1321,0,49,9,29
1322,0,49,9,29
1323,0,49,9,29
1324,0,49,9,29
1325,0,49,9,29
1326,0,49,9,29
1327,0,49,9,29
1328,0,49,9,29
1329,0,49,9,29
1330,0,49,9,29
1331,0,49,9,29
1332,0,49,9,29
1333,0,49,9,29
1334,0,49,9,29
1335,0,49,9,29
1336,0,49,9,29
1337,0,49,9,29
1338,0,49,9,29
1339,0,49,9,29
1340,0,49,9,29
1341,0,49,9,29
1342,0,49,9,29
1343,0,49,9,29
1344,0,49,9,29
1345,0,49,9,29
1346,0,49,9,29
1347,0,49,9,29
1348,0,49,9,29
